"Catalog_ID","Quantity","Name","Price","Brewery","Beer","ABV","IBU","Style","Sub.Style","Rating","Description","Last_Updated"
"OCOQ2FE5VSS2GONJ5HGWEKNL",5,"DeGarde The Blackberry",18,"de Garde Brewing","The Blackberry",6.8,NA,"Farmhouse Ale","American Wild Ale","(4.24)","A spontaneous wild ale blended from two years aged in oak barrels with blackberries. ","2020-10-15 13:00:45"
"FXLNRPZPBAPFBPLP6GX3NYHR",12,"Swift Pomegranate 16oz",5.75,"Swift Cider","Pomegranate",6.5,NA,"Cider","Other Fruit","(3.8)","Hard cider, pomegranate juice. ","2020-10-15 13:00:45"
"IGX37HBD3OCLOUW765ORNDOZ",24,"Alesmith Diego Antonio 16oz",3.25,"AleSmith Brewing Company","Diego Antonio",7.7,35,"IPA","American","(3.88)","West Coast- style IPA brewed with Citra and Nelson hops. A collaboration brew with Weathered Souls Brewing Company from San Antonio, Texas. ","2020-10-15 13:00:45"
"W57FI3GMTF7WORMBRXIA5MLF",24,"Uerige Doppelsticke 330ml",5,"Uerige Obergärige Hausbrauerei","DoppelSticke",8.5,75,"Pale Ale","Altbier","(3.59)","Since 2005, Uerige has also been brewing a special strong beer for the American market. Our Doppelsticke has a remarkable 8.5% abv and yet tastes unmistakable: it truly is the yummy droplet!","2020-10-15 13:00:45"
"FRA3DB7WHVCVXRLMBEKRLHFV",24,"Veltins Pilsner 500ml",2.5,"Brauerei VELTINS","Veltins Pilsener",4.8,30,"Pilsner","German","(3.16)","","2020-10-15 13:00:45"
"4PSRYAWA6RHE5UB5FSZIIDOF",48,"Casa Agria Casa Del Norte 16oz",4.25,"Casa Agria Specialty Ales","Casa Del Norte",7.1,NA,"IPA","American","(4.12)","Casa del Norte is a Hazy American IPA whose name is a nod to where our home is. Del Norte Boulevard points us to the mountains of north county every day and serves as a reminder to get outside. Brewed with Oats and Wheat this one was dry hopped with a mountainous addition of Nelson, Citra, Ekuanot, and Simcoe. Tropical fruit dominates the aromatics followed by sweet lemon, and juicy tangerine. The medium body is full enough without being sweet and the flavors are an equal blend of citrus and stone fruit. Lead the way and we will find it together! ","2020-10-14 12:37:52"
"BVKNHQPHDNLLXYCXB3EVKIRK",23,"Casa Agria Bracero 16oz",3.75,"Casa Agria Specialty Ales","Saison Bracero",4.9,NA,"Farmhouse Ale","Saison","(3.78)","Saison Bracero is a Dry-Hopped Farmhouse-style ale brewed to be dry and refreshing with a rustic quality coming from the use of wheat and rye and a satisfying hop character coming from Loral and Blanc. ","2020-10-14 12:37:52"
"WXPN4ZRBQGZRYJOLFVQTUFED",48,"Casa Agria Western Glow 16oz",4.25,"Casa Agria Specialty Ales","Western Glow",7.5,NA,"IPA","American","(4.22)","Western Glow is a hazy American India Pale Ale brewed with malted wheat and flaked oats. Mosaic was used in the kettle of this batch to add complimentary flavors to the expressive yeast strain and equal parts of Citra and Mosaic were used for the dry hop which just create special aromatics together that we just love! ","2020-10-14 12:37:52"
"LAUBQEMJS55TUGMHBIL4Y7NV",44,"Fieldwork King Citra 16oz",5.5,"Fieldwork® Brewing Company","King Citra®",8.7,NA,"IPA","Imperial / Double","(4.22)","The clock strikes noon as King Citra awakens in his parents' basement with only one thing on his mind, battle. He straps on his cardboard chainmail, arms himself with his pool-noodle broadsword, grabs his brown bag lunch, and heads to Ohlone Park to continue with his campaign. With a towering aroma of mom's fresh squeezed orange juice and tangerines freshly picked from the backyard, no one will be competing with the king today. A thick and full mouthfeel creates an Orange Whip-like profile that sticks to the palate with a refreshingly dessert-esque fervor, slowly giving way to a soft bite of carbonation. As the sun sets across the horizon King Citra fires thunderbolt after thunderbolt at every taste receptor till they are overwhelmed and he struts away, crown atop his head, still reigning supreme over his Empire of Double IPA. ","2020-10-14 12:37:52"
"7WQ2RDK57NITWRVF5IXZ5FOD",23,"Drekker I don’t Know 16oz",3.5,"Drekker Brewing Company","I Don't Know No Snakes",5,NA,"Lager","American","(3.82)","Officially the unofficial beer of the Wet Bandits that is perfect for dodging booby traps & back-room super secret scheming. I Don’t Know No Snakes is a lagerbier we’ve been working on for a while now and it’s crazy tight and delicate with no room to hide your ulterior motives. Built on a base of the amazing and subtle Italian Ericlea malt, we sprinkled in carafoam and rice to keep it crispy with a creamy foam head. Then we snuck in some Hallertau Blanc for a gentle and deft dry hop. It’s so clean and crushable you probably won’t even notice AC ain’t in charge no more and Snakes, I’m gonna give you to the count of ten... <U+2800><U+2800>","2020-10-14 12:37:52"
"SXR3AKZCLHMMGZKZT3V4AXV2",46,"Casa Agria enmeshment 16oz",4.25,"Casa Agria Specialty Ales","Enmeshment",7.2,NA,"IPA","American","(3.91)","Enmeshment was brewed in collaboration with our buds at Burgeon Beer Company from Carlsbad, California. This is an unfiltered WEST COAST IPA brewed with wheat and fermented with everyone's favorite clean ale yeast. It was then dry hopped Citra, Simcoe and Michigan grown Chinook. ","2020-10-14 12:37:52"
"PN3ID4XIUFYNITCK6MSQDD74",47,"Casa Agria Life and Style 16oz",4.25,"Casa Agria Specialty Ales","Life And Style",7.4,NA,"IPA","American","(4.02)","A West Cost IPA hopped with Enigma and Simcoe. ","2020-10-14 12:37:52"
"C7ECXY36DXG3UCCQQUJVOSGW",20,"Drekker Ectogasm 16oz",4.25,"Drekker Brewing Company","Ectogasm",7,65,"IPA","New England","(4.12)","Ectogasm is a juicy, hazy, and soft NE IPA brewed with Citra & Mosaic hops. ","2020-10-14 12:37:52"
"IC2KEX2NQJF2KVQVKGJWAK6A",48,"Source Source of Happiness 16oz",7,"Source Brewing","Source of Hoppiness",6.5,NA,"IPA","New England","(4.04)","This IPA pours a hazy yellow-orange hue and is bursting with intense aromas of tropical and citrus fruits, berries, and stone fruits. Restrained bitterness and heavy additions of malted wheat and oats in the mash give this beer a soft, rounded mouthfeel. Several whirlpool hop additions and a double-dose of dry-hopping provide this beer with insanely fruity aromas and flavors with a juicy, refreshing finish. ","2020-10-14 12:37:52"
"YSOTFD5HLWUNUQ4IIGSBLAP2",3,"Anchorage Scream 375ml",9.5,"Anchorage Brewing Company","Scream",7,NA,"Sour","Fruited","(4.23)","This is our a sour beer fermented and aged in Missouri oak foeder, then finished on literal tons of Alaska grown Haskap berries from Alaska Berries. ","2020-10-14 12:37:52"
"ZH655G2PEK7735GCSDQSGSRW",12,"Ale Apothecary Bitter 500ml",12.5,"The Ale Apothecary","Sahalie, Botteld May 17, 2018",10.33,NA,"Farmhouse Ale","American Wild Ale","(4.38)","","2020-10-13 12:26:12"
"CEJAK2VHZAPH5LT4CNBXSEU5",24,"Ale Apothecary Raspberry/Plum Gose 500ml",12.5,"The Ale Apothecary","Tequila / Raspberry La Tache",7.96,NA,"Farmhouse Ale","American Wild Ale","(4.39)","Bottled July 2017, brewed June of 2016. We aged this batch of La","2020-10-13 12:26:12"
"ZGLDCO5U2KWSEVLMA3267LZL",23,"Varietal Wolf Factory 16oz",4.5,"Varietal Beer Co.","Wolf Factory V3",5.9,NA,"IPA","American","(3.9)","(Canned 7-8-20)The latest version of WOLF FACTORY is a hazy IPA brewed with 2-Row, Munich malt & Oats, then hopped with Ernest, Cashmere, Citra & Comet. It’s a softer IPA with juicy fruit bubblegum flavor & aroma. ","2020-10-13 12:26:12"
"C2LTAZB54GDX6WV2JBA2ZKKQ",11,"Orval 2018",9,"Brasserie d'Orval","Orval (2018) ",6.2,36,"Pale Ale","Belgian","(3.92)","","2020-10-12 12:35:48"
"SVEWDAC3LAFZD6X46B6YWXSO",20,"Logsdon kosch 4.5 16oz",3,"Logsdon Farmhouse Ales","Kolsch 4.5",4.5,NA,"Lager","Kölsch","(3.79)","","2020-10-12 12:35:48"
"6MZV5DDERKFNVBT5XPYHJDMS",12,"Cellarmaker Tropical Impressions 500ml",16.5,"Cellarmaker Brewing Company","Tropical Impression",6.8,6,"Farmhouse Ale","Saison","(4.17)","Like the fruit stands of Hawaii, Tropical Impression is loaded with guava and passionfruit. The beer makers of Cellarmaker judiciously selected three oak barrels of brightly aromatic mixed-culture saison that would will accompany the fruit we were to use. As crushable as they come! ","2020-10-09 13:07:57"
"VRI76IEGXU7HLI6UHTMJC6TC",12,"Cellarmaker Syrah Shorty 750ml",14.5,"Cellarmaker Brewing Company","Syrah Shorty (2020)",5.5,NA,"Sour","Fruited","(4.09)","Formerly known as Grape Shorty. Wild ale with 2019 Syrah Grapes from C5 Vineyard. After a beer sees fruit, the fruit usually still has a little love to give. The syrah grapes in Syrah Shorty have already seen a barrel aged sour, but we steeped them again in fresh beer to extract even more of their floral and plum aroma and tannic structure. The result is a tart crushable ale with hints of strawberry, raspberry and rosé wine ","2020-10-09 13:07:57"
"RQ2UOU7XSTBA6DJ3JD477D74",24,"Cellarmaker Mo Idaho 7 16oz",4.5,"Cellarmaker Brewing Company","Mo' Idaho 7",6.8,58,"IPA","American","(4.12)","The legend continues, Wu Tang, Wu Tang. Wait, sorry, wrong legend. The legend of our Mo’ series has a new addition with the dynamic Mosaic hop now teaming up with a fairly new amazing hop unfortunately named Idaho 7 (#notasexyname). But don’t let the name fool you as Idaho 7 brings attractively piquant elements of white gummy bear and citrusy pine! ","2020-10-09 13:07:57"
"7UFK3CKNA7JP3C6P4K3CD3YA",24,"Culmination West Coasr Story 16oz",3.75,"Culmination Brewing Company","A West Coast Story",6,NA,"IPA","American","(3.72)","West Coast IPA with rotating hop profiles. ","2020-10-09 13:07:57"
"D2TQN2QDMOR7ATMH3X6EJ7X6",90,"Wayfinder Funeral Bock 16oz",4,"Wayfinder Beer","Funeral Bock",7,NA,"Bock","Single / Traditional","(4.09)","Double-decocted black bock brewed strongly with Münich and Roast malts and fermented extremely cold with our secret heritage lager yeast and finished with an excessive, hibernative lagering schedule. This iteration of German bockbier is our dirge to the Fall. ","2020-10-09 13:07:57"
"4X6RYQJX74YKZ7AE4KEW2OK2",2,"La Familia Guayaba Cider 12oz",3,"La Familia Cider","Guayaba",5.2,NA,"Cider","Other Fruit","(N/A)","Tart, Tropical, Citrus","2020-10-09 13:07:57"
"HG33I2LEZPASSJXXBHHSWMHU",24,"Fremont Head Full Of Fresh Hops 16oz",4.25,"Fremont Brewing","Head Full of Fresh Hops",6.8,NA,"IPA","New England","(4.09)","Head Full of Fresh Hops starts with select fresh hops harvested in Yakima and loaded into the brew kettle within 24 hours of harvest. Fresh hop beers signal the harvest season in the Pacific Northwest and are the height of our brewing year. 2-Row Pale, Rolled Oats, Flaked Wheat, and White Wheat with Mosaic and Ekuanot hops and Lactose. ","2020-10-09 13:07:57"
"AZQSWV7VWTJOFNNBJWDBOCIE",24,"Fremont Cowiche Canyon 12oz",2.75,"Fremont Brewing","Cowiche Canyon Fresh Hop Ale",6,50,"Pale Ale","American","(4.12)","Cowiche Canyon Fresh Hop Ale is brewed from select organic hops grown in the Cowiche Canyon of the Yakima Valley which are harvested and placed into our kettle within 24 hours, creating a unique, once-a-year beer. We make Cowiche Canyon ale in partnership with hop-growing wizards from the Yakima Valley in an effort to expand the organic hop industry in Washington State… Because Organic Hops Matter. A portion of all sales fund the Cowiche Canyon Conservancy. ","2020-10-09 13:07:57"
"LXAEX75VLLXPPQDZJQNIC3K7",24,"Our Mutual Friend Inner Light 16oz",3.75,"Our Mutual Friend Brewing Company","Inner Light",5.8,NA,"Wheat Beer","American Pale Wheat","(3.83)","","2020-10-09 13:07:57"
"IZKES43XUPNLOB7FT3OXHHYK",24,"Sierra Nevada Pale 16oz",2.5,"Sierra Nevada Brewing Co.","Pale Ale",5.6,38,"Pale Ale","American","(3.64)","Our most popular beer, Sierra Nevada Pale Ale is a delightful interpretation of a classic style. It has a deep amber color and an exceptionally full-bodied, complex character. Generous quantities of premium Cascade hops give the Pale Ale its fragrant bouquet and spicy flavor. ","2020-10-09 13:07:57"
"2ON5IFKAZ3QEBN4KB7HBVSMS",24,"Lagunitas Born yesterday 12oz",2.75,"Lagunitas Brewing Company","Born Yesterday Pale Ale",7.2,60,"Pale Ale","American","(4.05)","Born Yesterday is a newborn verson of our reborn pale, New Dogtown Pale, with a fresh addition: Virgin hops from the trellised lands of the verdant Yakima Valley. Unkilned for an immaculate reception. Then deliver the resulting lil’ brew in 24hrs. Congrats. Its a beer! ","2020-10-09 13:07:57"
"FTGXJOJKKBWNQV4QW324XUHG",72,"Anchor Steam 19.2oz",3,"Anchor Brewing Company","Anchor Steam Beer (1993) ",5,NA,NA,"California Common","(N/A)","Best before march 1994 ","2020-10-09 13:07:57"
"K5ZNRCVF6A7QERCH6IVJXRUM",24,"Rev Nat’s Revival 12oz",2.5,"Reverend Nat's Hard Cider","Revival",6,NA,"Cider","Traditional","(3.67)","Revival begins simply: select the best whole apples in the world, grind them up and cold press them, just like farmers do every harvest. Then I add Dark Muscovado, an unrefined cane juice grown in Mauritius. This blend of cane and apple juices is fermented to complete dryness using a Belgian saison ale yeast (producing round and creamy mouthfeel) and an exotic secret strain carefully managed to give waves of pineapple, guava and peach flavors. Back-sweetened with fresh apple juice, never from concentrate. Brilliantly golden in color and deeply complex while remaining subtly familiar, with just the right amount of sweetness and acidity to be an everyday beverage, this cider represents the culmination of my 10 years of cider making. ","2020-10-09 13:07:57"
"634CZ7HVUMX6CLIGSUOA6X7L",12,"Away Days Bus Stop Bitter",4,"Away Days Brewing Co.","Bus Stop Bitter",4.5,NA,"Pale Ale","English Bitter","(3.83)","As the style suggests, this beer is driven by a strong but palatable bitterness. A soft, toasty, biscuit like foundation from Maris Otter malt along with a slight honey note helps support the overall showcase of traditional English hops. East Kent Golding and Challenger hops were used for their classic contributions. EKG lends earthy spice and resinous herbal character to the palate. A sizeable charge of Challenger hops late in the kettle adds pleasant floral, marmalade, and stone fruit notes. The strong bitterness, dry finish, and low alcohol content makes for a quaffable beer that you can enjoy more than a few of.","2020-10-08 12:55:49"
"BTNGFRDQJ2URIMDIEDK4DOYM",12,"Oregonic Tonic Chaibucha",4,"Oregonic Tonic","ChaiBucha",NA,NA,NA,"Kombucha","(N/A)","With Autumn here, the Chaibucha has become our fans' seasonal flavor of choice. Each sip is a rich, complex parade of spices across the tongue, helped along by the perfect promenade of bubbles. Lightly sweet but never syrupy. Pair with: crunchy leaves, crisp mornings, fireplaces. ","2020-10-08 12:55:49"
"SILA6QFUEFGRHQRTV62OYHCO",24,"Fortside Rosé Gone Wild 12oz",2,"Fortside Brewing Company","Rosé Gone Wild",5,NA,"Grape Ale","Other","(3.83)","A gluten reduced and craftily concocted hybrid wine/beer that drinks more like a Rose’ Spritzer -or, if you prefer, a delightfully complex and fruity hard seltzer. Rose Gone Wild greets the drinker with a fine effervescence that explodes with aromas of blackberry and meyer Lemon. The first sip dances with a light and refreshing tannic character that confirms the presence of wine grapes, if you weren’t already convinced by the gorgeous blush color. Finishing super clean and light bodied, this splurge of flavor engulfs the senses before disappearing into clean and pure refreshment. ","2020-10-08 12:55:49"
"SPBEVWT7VT5PCUSM4GF3MNLK",23,"Modern Times Logical Journey 16oz",3,"Modern Times Beer","Logical Journey (2020) ",4.8,NA,"Lager","Smoked Beer","(3.75)","If there’s a hole in your heart that you can’t seem to fill, it’s most-likely shaped like a delicious oak-smoked Helles lager. The good news is that we happen to have an insanely delicious one, brewed with extra pale pilsner malt, a touch of vienna malt, and a hefty portion of beech smoked barley malt complemented by a meticulously meted-out dose of Tettnang hops. Let the healing begin. ","2020-10-08 12:55:49"
"LKCNRMY4ID65VX52WWTGX7QO",24,"Modern Times MAX w/ Nelson 16oz",5.25,"Modern Times Beer","Max W/ Strata",7.1,50,"IPA","American","(3.97)","","2020-10-08 12:55:49"
"T2SNZK44R5D376RCDLVNWSWQ",17,"Outer Range Sunset Scenes 16oz",5.5,"Outer Range Brewing Co.","Sunset Scenes",8.5,NA,"IPA","Imperial / Double New England","(4.27)","Hops: Galaxy, Amarillo","2020-10-08 12:55:49"
"JF77F2I37C4PRO2AU2JRX7YN",24,"Outer Range  In the Steep 16oz",5,"Outer Range Brewing Co.","In the Steep",6.9,NA,"IPA","New England","(4.16)","Hops: Citra","2020-10-08 12:55:49"
"5IVDRV6DWLO2Q2XBAC7N44BT",24,"Prairie Key Lime 12oz",3,"Prairie Artisan Ales","Key Lime Pie",5,NA,"Sour","Fruited","(3.8)","Sour ale with key lime and vanilla ","2020-10-08 12:55:49"
"7EUHGLJD7TTKGCORTEELO5UZ",11,"Prairie Snickerdoodle Noir 12oz",14,"Prairie Artisan Ales","Vanilla Noir - Snickerdoodle",14.4,NA,"Stout","Imperial / Double Pastry","(4.31)","Bourbon barrel-aged imperial stout with snickerdoodle Chia cookies and vanilla. ","2020-10-08 12:55:49"
"FQQRZYGFDYDZBUWCQI6KP5XP",42,"Alvarado Double Fun 16oz",5.5,"Alvarado Street Brewery","Double Fun",8,NA,"IPA","Imperial / Double","(4.15)","Mosaic is fun. But Mosaic + Galaxy are DOUBLE FUN. Get your juice fix with these exceptionally lush hop varieties coupled with a fruity fermentation and silky contributions from a grip of oats & wheat in the mash. ","2020-10-08 12:55:49"
"WOLWUYTCBAUKZE4AJN53EUSG",42,"Alvarado Street Double Cone 16oz",5.5,"Alvarado Street Brewery","Double Cone",8.5,85,"IPA","Imperial / Double","(4.12)","OG Double IPA that's the baby brother of Triple Cone, our Triple IPA. Monster dry hop of Mosaic, Citra & El Dorado with a clean fermentation keeps it devilishly dank & lush on the nose with assertive oily hop flavor and bitterness. Dry finish, hidden alcohol makes it dangerously drinkable. ","2020-10-08 12:55:49"
"3YGPUQESIRA4SC3DV5PO5R42",24,"Boochcraft Spiced Pear 12oz",3,"Boochcraft","Spiced Pear",7,NA,NA,"Kombucha","(3.55)","","2020-10-08 12:55:49"
"G3YHSXWG3VQQILEWPWCGE2PS",9,"Ferment Fresh Hop Amarillo/Holy Citra IPA 16oz",4,"Ferment Brewing Company","Fresh Hop Amarillo",6,38,"Pale Ale","American","(3.83)","Fresh Hop Amarillo Pale Ale is part of the brewery’s Top Ferment quarterly line. The brewery took a truckload of freshly picked Amarillos from Coleman Farms, tossed the hops into a fermenter and brewed a classic Northwest Pale Ale. The result is light golden ale with a distinctive Amarillo citrus nose and twang only obtainable at harvest time. Final ABV is 6%. ","2020-10-08 12:55:49"
"MBOQQJCYQB5X55E7WKWUHOBE",4,"Fort George Suicide Squeeze 12oz",2.25,"Fort George Brewery","Suicide Squeeze ",7.2,NA,"IPA","American","(4.03)","the brewery has remastered the recipe in a big, big way. Artfully cut like a 7” vinyl, squeeze pops with Mosaic, Amarillo, and Citra hops. Front loaded with organic 2-row barley and paired with deep cuts of specialty malt — Suicide Squeeze IPA is a well-rounded experience. ","2020-10-08 12:55:49"
"YTC4OA6R74LL3GZJJLXBFTDU",5,"Fremont Space Rex 12oz",2,"Fremont Brewing","Space Rex",7,NA,"IPA","New England","(3.84)","What do you do when you’ve crashed on a distant planet, befriended a T-Rex and run out of beer – Intergalactic Beer Run! Space Rex, a cosmically juicy and refreshing hazy IPA from the center of the universe. “Space isn’t what it used to be.” – VWP","2020-10-08 12:55:49"
"ZPCK4Y3HLE7FT2YFVX3AJ4KN",4,"Gigantic Rainbow Supreme 500ml",6.25,"Gigantic Brewing Company","Rainbow Supreme",7.5,NA,"IPA","American","(3.84)","Rainbow of juicy and tropically delicious hop flavors in this soft and fluffy IPA. Bursting with Citra, Southern Passion, and African Queen hops.","2020-10-08 12:55:49"
"XKWQ5JFVA5YBWODYMUL3LVEM",9,"Silver Moon Maui Wowie 12oz",2.5,"Silver Moon Brewing","Maui Wowie",8.6,107,"IPA","Imperial / Double","(3.97)","While we can't all live in Maui, this beer will take your taste buds there. A tropical explosion of flavor followed by a rich and complex hop finish. This beer is a legendary among Silver Moon Brews. Get it while you can! ","2020-10-08 12:55:49"
"57IAG5QG2GCS3CMSHRGE33HH",10,"Fremont Disco Wolf 12oz",3,"Fremont Brewing","Disco Wolf",8,78,"IPA","Imperial / Double","(3.83)","Disco Wolf is brewed for the party animal that won’t let the party stop. This fruit forward double IPA is brewed to be dangerously approachable with a moderately bitter bite. ","2020-10-08 12:55:49"
"KM27PZBBCPCGA2E354N73TR2",14,"Silver Moon FUCK Cancer 12oz",2.5,"Silver Moon Brewing","F*Cancer IPA",6.5,65,"IPA","American","(3.84)","TOGETHER WE RAISE A GLASS & A MIDDLE FINGER AS WE SHOUT F*CK CANCER! PROCEEDS OF EVERY BOTTLE GOES DIRECTLY TO THE AMERICAN CANCER SOCIETY WESTERN REGION’S EFFORTS TOWARDS RESEARCH, EDUCATION, ADVOCACY, & LOCAL PROGRAMS AND SERVICES. ","2020-10-08 12:55:49"
"FTNXVFJU23LCIDKLQRGX3BYF",4,"Level Game On 12oz",2,"Level Beer","Game On!",6.5,55,"IPA","American","(3.75)","Light body with a mild maltiness, big juicy hop aroma, lots of hoppy flavor balanced by a moderate bitterness. Big citrus and pine. ","2020-10-08 12:55:49"
"UTASE2YKRF74CDEJZ3AEH77E",7,"Ecliptic Vega 16oz",3.25,"Ecliptic Brewing","Vega IPA #6: Vic Secret, Strata, Galaxy, Mosaic, & Amarillo Hops",6.5,45,"IPA","American","(3.83)","A tropical twist on a Modern Style IPA with hop notes of grapefruit, pineapple, mango, melon, and passionfruit.","2020-10-08 12:55:49"
"YIE7OQ3SBW5DSGJMQNKT7XOO",24,"Brothers Cascadia Extra extra 16oz",4,"Brothers Cascadia Brewing","Extra Extra Hazy IPA",5.5,NA,"IPA","New England","(3.89)","Extra! Extra! Drink all about it! Brewed for the Northbank Beer Week, this sessionable hazy IPA","2020-10-08 12:55:49"
"2S5R4YGTXGR47IH4QCDORJTR",24,"Jolly Pumpkin Calabaza Blanca 16oz",4,"Jolly Pumpkin Artisan Ales","Calabaza Blanca",4.8,15,"Farmhouse Ale","Other","(3.68)","Calabaza Blanca is a low-calorie farmhouse white ale brewed in Belgium's bière blanche tradition. Spiced with orange peel and coriander, you'll find it refreshingly tart, with a wonderfully dry finish. A year-round favorite for sure! ","2020-10-08 12:55:49"
"6U44UTEJIGVRE77DSM5QCXEX",7,"Gigantic Ginormous 500ml",6,"Gigantic Brewing Company","Ginormous",8.8,100,"IPA","Imperial / Double","(3.9)","","2020-10-08 12:55:49"
"WF57VAPFFU6CD3MIKMZPDRCU",12,"Dupont Saison 375ml",7,"Brasserie Dupont","Saison Dupont",6.5,30,"Farmhouse Ale","Saison","(3.72)","Saison Dupont is a world classic beer and the yardstick for one of Belgium’s most important beer styles. It is the most admired AND imitated Saison in the world. A strong, vital yeast is key to full attenuation and thus to the style. Saison Dupont is straw colored with a dense creamy head. The nose is alive, like fresh raised bread, estery with citrus and spice notes. Full-bodied and malty, it sparkles on the palate and finishes with a zesty hop and citrus attack. Incredibly compatible with food! ","2020-10-08 12:55:49"
"MSBWF643SE44PHVLFMUX3I7D",31,"Masthead Wet Case Scenario 16oz",4,"Masthead Brewing Company","Wet Case Scenario",8.5,80,"IPA","Imperial / Double","(4.27)","The annual hop harvest in the Pacific Northwest is our brewers’ favorite time of year. We overnighted one of our favorite new hops, Strata, straight from the farm in Oregon to present you with Wet Case Scenario, a Fresh Hop Double IPA. Enjoy this unique flavor and aroma you only get once a year. ","2020-10-02 12:55:21"
"YOQGV2JQMXUOHHMHO7NSR4YN",24,"HenHouse Tiny Tiles 16oz",3.75,"HenHouse Brewing Company","Tiny Tiles",4.6,10,"IPA","Session / India Session Ale","(3.86)","Mounds of Mosaic hops up in here giving y’all massive moods of mango goodness, mad blueberry, and a slight dankness. Light bodied with a dry finish it’s hard to believe this beer is only 4.6%! It’s like the crushablest and we’re here for it! Stoked to have this beer back and just in time for a three day weekend! Get like us! ","2020-10-02 12:55:21"
"GQ7UC5VM6KA7U32KXP5FCE37",24,"Coldfire Italian Pilsner 16oz",3.5,"ColdFire","Italian-Style Pilsner",5.2,27,"Pilsner","Other","(3.81)","Our Italian style pilsner was created using only the highest quality European malts and hops. This unique lager boasts of floral, peppery, herbal flavors and aromas typical of traditional Western European pilsners/pale lagers; but also has a touch of honeydew, melon rind and tangerine. Conservatively dry hopped with a blend of traditional hops and Nuevo German varieties, the expression of this delicious beverage is balanced and inviting. ","2020-10-02 12:55:21"
"HZILSVLS5SF6MLNCQ3XX4LNG",20,"Andechs Weissbier Dunkel 500ml",4,"Klosterbrauerei Andechs","Andechser Weissbier Dunkel",5,15,NA,"Dunkelweizen","(3.71)","","2020-10-01 12:29:32"
"BOQZSWA2UFGVSV2PVMGCVYEO",48,"pFriem Pale 12oz",2,"pFriem Family Brewers","IPA",6.8,65,"IPA","American","(3.95)","When the first pale ales were sailed around the cape to arrive in India in the early 18th center, outcries of ""Zounds!"", ""Jolly good!"", and ""Huzzah!"" were heard across the East Indian subcontinent. Similar exclamations are to be expected when sniffing the piney aroma and tasting the big hops, huge citrus, and candy-like malt of Pfriem's own IPA. Drink up, guv'nor.","2020-10-01 12:29:32"
"VCCFSDL3UAAAOCUSOEZKRF6P",48,"pFriem Hazy IPA 12oz",2.5,"pFriem Family Brewers","Hazy IPA",7.9,35,"IPA","New England","(3.98)","Clementine, Tropical, Fluffy ","2020-10-01 12:29:32"
"HTHZFLMCO366VG2ZYY3XHDKK",24,"Freigeist Dortmunder 16oz",3.5,"Freigeist Bierkultur","Dortmunder",5.5,NA,"Lager","Dortmunder / Export","(4.1)","Freigeist was founded in 2009 with a mission to revive Germany's lost regional, artisanal ales. We now offer bold American-influence, American-brewed twists on our homeland's most popular beer styles. Maltier than Pils and hopper than Helles. Exportbiers were the industrial city of Dortmund Freigeist modern-day Dortmund export expands on this tradition with more complex malt variety and extra bitterness. ","2020-10-01 12:29:32"
"ZYDIQILTPDSBKPJWIXGXETQW",24,"Slopeswell Cider Black Curant 16oz",3.5,"Slopeswell Cider Co.","Black Currant",6.9,NA,"Cider","Other Fruit","(3.78)","We start with single-varietal Jonagold apples from Upper Valley Farms right here in the Gorge, then let a tasty white wine yeast do its thing. This cider is back-sweetened with fresh fruit puree to bring you the decadent, uniquely bold flavor and appearance. Black Currant is an off-dry cider with a floral nose and a slightly tannic finish on the tongue. ","2020-10-01 12:29:32"
"JEL6D2MGPTVNC5BJ32I5QM6T",37,"Structures City of Solace 16oz",5.25,"Structures Brewing","City of Solace",8.5,NA,"IPA","New England","(4.23)","Double IPA, New England style hopped with mosaic and citra. ","2020-10-01 12:29:32"
"IIFDILREVSB7NB6DYSD6VLWR",47,"Black Project Helix 16oz",5.5,"Black Project Spontaneous & Wild Ales","HELIX",4.9,NA,"Sour","Fruited","(4.35)","A zymurgic research mission, exploring uncharted expanses of fruit and herbs. The new territory is awash with bushels of juicy, tart raspberry backed by waves of fresh, bright lemongrass. Plant your flag and stake your claim of flavor. $20/4pk ABV: 4.9%<U+2063> ","2020-10-01 12:29:32"
"4GU2MEXXELFDXOQ6MANN2FLW",46,"Black Projekt Wire Tap 16oz",5.5,"Black Project Spontaneous & Wild Ales","WIRETAP",5.4,NA,"Sour","Other","(4.02)","WIRETAP begins as our solera sour golden ale base, after fermentation is complete we moderately dry hopped the beer with CHELAN, EKUANOT, AND STRISSELSPALT hops, giving the beer a floral hop aroma and a bitter aftertaste that blends well with the lactic acid that dries out the tongue. To push this beer further in the name of experimentation we added whole vanilla beans from Madagascar and Papua New Guinea. The beans were scraped, chopped, and pureed before being added to the base beer, adding vanilla notes into the nose, as well as a silky smooth body to this already complex beer.","2020-10-01 12:29:32"
"JDJ47JAFDRCUZ53BPRXPG54H",39,"Mast Landing Dash 16oz",4.25,"Mast Landing Brewing Co.","DASH",7,NA,"IPA","American","(3.83)","Our citrusy and floral India pale ale with notes of white grape, tangerine, and mango. Features Ella, Azacca, and Hallertau Blanc hops. ","2020-10-01 12:29:32"
